*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
SR-H-PHMTR-HAN,PH Meter,"PH Meter, Professional Waterproof Portable PH/ORP/ISE Meter",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-PFNRO-RAW,"""Retail, Portafilter Naked (Ro",Rocket Naked Portafilter,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$290.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-RCROC-RAW,Resevoir Cup (Rocket,"Accessories, Resevoir Cup (Rocket)",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$185.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-SDRIV-RAW,"""Barista Tools, Screw Driver""",Screw Driver 6 x 38mm,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$10.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-SPMAK-RAW,Soda Plus Carbonating System,Soda Plus - Carbonated Beverage Maker (SRSODA),$235.00 ,53210,VS5 - VAT on Sales (5%),X,$299.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TSS53-BRE,"Tamper, Stainless Steel 53mm",Tamper Stainless Steel 53mm,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$255.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TSS55-BRE,"Tamper, Stainless Steel 55mm",Tamper Stainless Steel 55mm,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$255.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TSS57-BRE,"Tamper, Stainless Steel 57mm",Tamper Stainless Steel 57mm,$107.24 ,53210,VS5 - VAT on Sales (5%),X,$255.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TSS58-BRE,"Tamper, S/S 58mm Cafelat ",Tamper Stainless Steel 58mm SRST58,$113.06 ,53210,VPX - VAT on Purchases (5%),X,$267.75 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-SWBPA-BRE,Steam Wand Brush 6mm (Pallo),Pallo Steam wand cleaner,$12.59 ,53210,VS5 - VAT on Sales (5%),X,$45.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-THES5-BRE,"Thermometer, Easy Steam 5""",Thermometer Easy Steam SRTES,$28.50 ,53210,VS5 - VAT on Sales (5%),X,$55.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-V-E18RL-BRE,VST 18g Ridgeless FilterBasket,"Filter Basket - EM,18g Ridgeless (VST)",$155.00 ,53210,VS5 - VAT on Sales (5%),X,$270.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-V-E20RL-BRE,VST 20g Ridgeless FilterBasket,"Filter Basket - EM,  20grm RidgeLess (VST)",$156.82 ,53210,VS5 - VAT on Sales (5%),X,$270.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-WB175-RAW,"Brush, Wire Brush 175mm (7"")","Wire Brush 175mm (7"""") SRWB175",$18.75 ,53210,VS5 - VAT on Sales (5%),X,$35.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-E-WFWSR-CUL,"Water Filtration, Water Scale",Ever pure Water Scale Remover SR X Feeder,$860.00 ,53210,VS5 - VAT on Sales (5%),X,"$1,300.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-ZIGZA-BRE,Zigzag Brush,"Brush, Zig Zag 7.5"" SRZZB",$21.95 ,53210,VS5 - VAT on Sales (5%),X,$52.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-SBSTI-HOT,"Consumables, Sugar Brown (sti",Brown Sugar sticks,$75.00 ,53210,VS5 - VAT on Sales (5%),X,$100.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-SWSTI-HOT,"Consumables, Sugar White (sti",Sugar White,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$75.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-CBS9L-BRE,Toddy Cold Brew System 22Litre,Toddy Cold Brew LARGE (9 Litres) TCBL,$675.00 ,53210,VS5 - VAT on Sales (5%),X,$945.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TCB2B-BRE,Toddy Cold Brew Filters 2.2L,"Filters - Brewing (U),Toddy Cold Brew Filters Pack of 2 TCFLT",$24.00 ,53210,VPX - VAT on Purchases (5%),X,$40.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-PMS45-BRE,Pulatte 450g (Milk System) (Ca,"""Cleaner, Pulatte 450g (Milk System) (Cafetto) - CAPMSC450""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SEC25-BRE,SI5 Espresso Clean 250 tab (Ca,"""Cleaner, SI5 Espresso Clean 250 tablets (Cafetto) - CASIS/250""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SEC60-BRE,SI5 Espresso Clean 60 tab (Caf,"""Cleaner, SI5 Espresso Clean 60 tablets (Cafetto) - CASIS/30""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-FEC20-BRE,F20 Espresso Clean 200 tab (Ca,"""Cleaner, F20 Espresso Clean 200 tablets (Cafetto) - CASF20/50""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-JEC20-BRE,J25 Espresso Clean 200 tab(Caf,"""Cleaner, J25 Espresso Clean 200 tablets (Cafetto) - CASJ2S/50""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-CCNO2-RAW,Cream Chargers NO2 x 10,"""Retail, Cream Chargers NO2 x 10 - SRMMNO2""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-CCCO2-RAW,Cream Chargers CO2 x 10,"""Retail, Cream Chargers CO2 x 10 - SRMMCO2""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-MJ36T-BRE,"Milk Jug,  360ml (Tiamo)","Milk Jug,  360ml (Tiamo)",$76.00 ,53210,VS5 - VAT on Sales (5%),X,$95.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-MJ60T-BRE,"Milk Jug,  600ml (Tiamo)","Milk Jug,  600ml (Tiamo)",$88.00 ,53210,VS5 - VAT on Sales (5%),X,$115.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-MJ95T-BRE,Milk Jug 950ml - Tiamo,"Milk Jug,  950ml (Tiamo)",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$170.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TMFCA-BRE,Tamping Mat Flat - Cafelat,"""Tamping Mat, Tamping Mat Flat (Cafelat)""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$70.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-DPWOO-BRE,Hario Drip Pot Woodneck,"Accessories, Drip Pot Woodneck (Hario) - BGHDPW",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-E-GEBUR-RAW,Gas for Elegance Burner,"""Retail, Gas for Elegance Burner - SRSYG""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-WFROS-CUL,"Water Filtration, Reverse Osmo","Water Filtration, Reverse Osmosis",$0.00 ,53210,VS5 - VAT on Sales (5%),X,"$9,800.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-E-CFHEA-CUL,Claris Filter Head,Claris Filter Head (1515789),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$675.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TRSTO-BRE,Toddy Rubber Stopper,"Small Retail, Rubber Stopper (Toddy)",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$25.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-CBFIL-BRE,Hario Cold Drip Filters,"Filters, Cold Drip Filters (Hario)",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$40.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-CDPTT-BRE,Thermometer Cooper Digital,"Thermometer, Cooper Digital Pocket Test Thermometer (DFP450W)",$0.00 ,53210,VS5 - VAT on Sales (5%),,$200.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TCBSY-BRE,Toddy Cold Brew System 2.2L,"Coffee Maker, Cold Brew System 2.2 liters (Toddy) TCBS",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$310.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CF3UN-BRE,Chemex 3 Cup Filters,Chemex Filter 3 Cup (Half Circles),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-DVTGK-BRE,Bonavita Gooseneck Kettle,"Kettle, Digital Variable Temperature Gooseneck Kettle (Bonavita) BGBEK",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$650.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-WAVEF-BRE,Tiamo Wave Filters,"Filters,  Wave Filters (Tiamo)",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$40.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-SFHAR-BRE,Syphon paper Filter CF-103E,"Filters, Syphon Coffee Filter MCA-3/5 TCA-2/3/5 BGFCS",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-FPOLI-BRE,French Press Olivewood - Hario,French Press Olivewood - Double Glass - Hario (DGC-40-OV),$0.00 ,53210,VS5 - VAT on Sales (5%),,$450.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TSW58-BRE,"Tamper, SS&Wood 58mm Cafelat","Barista Tool, Tamper Stainless Steel & Wood 58mm Flat",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$257.14 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-IPGCE-ROC,Inlet Pipe Giotto/Cellini,"Spare Parts, Inlet Pipe Giotto/Cellini (A279905173)",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$125.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-WBSTI-BRE,Hario Wooden Bamboo Stirrer,"Barista Tools, Wooden Bamboo Stirrer BGWBS",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$42.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-S3CUB-BRE,Syphon 3 Cup Upper Bowl - BU,Syphon 3 Cup Upper Bowl - BU - TCA-3,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$180.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-WF6TO-CUL,"Water Filtration,6 TO BW Cart","""Water Filtration,6 TO BW Cart",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-MR100-Cul,"MR-100, Replacment Cartridge","MR-100, Replacment Cartridge",$0.00 ,53210,VS5 - VAT on Sales (5%),X,"$2,332.50 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-KFR-BRE,Brewista Kettle Flow Restricto,Brewista Kettle Flow Restrictor,$20.00 ,53210,VS5 - VAT on Sales (5%),X,$32.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-BLACK-ABU,Barista Cloth,Microfiber Barista Cloth (40x60cm),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$15.75 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-SFWME-BRE,Syphon Paper Filter F-103MN,"Filter, Syphon Paper Filter w/ Metal Holder - F103MN",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$73.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TCBCF-BRE,Toddy Cold Brew Filter Big ,Toddy Cold Brew Filter Pack Big  (Commercial) 50pcs/pack,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$880.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-POMHG-BRE,Porlex Mini Hand Grinder,Porlex Mini Hand Grinder,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$309.75 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-V60F2-BRE,V60 02 Paper Filter - Hario,V60 Hario Filter Paper 02,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$40.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-WDTIA-BRE,Wave Dripper - Tiamo,Wave Dripper - Tiamo,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$166.67 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-SPARE-BRE,Aerobie - AeroPress Filter Cap,Aerobie Spare Aeropress Parts - Plastic cap,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$35.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-E-MJ12T-BRE,Milk Jug Espro 12oz - Toroid,Milk Jug - Espro 12oz SS Toroid Pitcher,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$115.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-E-MJ20T-BRE,Milk Jug Espro 20oz - Toroid,Milk Jug - Espro 20oz SS Toroid Pitcher,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$131.25 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-O-OCDCD-BRE,OCD Coffee Distributor,OCD Coffee Distributor,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$729.75 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-I-FT58MR-IVY,RAW Push Tamper 58mm Red,Flat Push Tamper 58mm Red (RAW Company),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$262.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-I-RAWCDB-IVY,RAW Distributor 58mm Black,Distributor Tamper 58mm (Black) - (RAW Coffee Company),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$262.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-MOKA3-BRE,Bialetti - Moka Express 3 Cup,Moka Express 3 Cup - Bialetti,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$140.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-MOKA6-BRE,Bialetti - Moka Express 6 Cup,Moka Express 6 Cup - Bialetti,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$175.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CNBGW-BRE,Comandante Nitro-Blade Wood CG,Comandante Nitro Blade Grinder Wood - Hand Grinder,$0.00 ,53210,VS5 - VAT on Sales (5%),X,"$1,155.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-K-CSJRT-BRE,Krome-Center Spray Rinser Tray,Krome - Center Spray Rinser Tray,$600.00 ,53210,VPX - VAT on Purchases (5%),X,"$1,102.50 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-WDWOO-BRE,Hario - Water Dripper,"Hario -Water Dripper ""Wood""",$0.00 ,53210,VS5 - VAT on Sales (5%),,"$1,837.50 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-MJ12R-BRE,Milk Jug 360ml - RW,Milk Jug 360ml  Rattleware SRMJ360,$42.48 ,53210,VS5 - VAT on Sales (5%),X,$85.71 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-MJ20R-BRE,Milk Jug 600ml - RW,Milk Jug 600ml Rattleware SRMJ600,$43.00 ,53210,VS5 - VAT on Sales (5%),X,$95.24 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-LPESA-VAR,Acaia Lunar Smart Scale Black,Acaia Lunar Professional Espresso Smart Scale,$0.00 ,53210,VS5 - VAT on Sales (5%),X,"$1,150.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-PBSSAC-VAR,Acaia Black Pearl Smart Scale,Acaia Black Pearl Smart Scale,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$876.75 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-BFF22-BRE,Airpot Filtro Filter for 2.2L,Airpot Filtro Filter for 2.2L (Marco) (8000200),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$73.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-MFPJ6-BRE,Jet 6 - Marco Filter Paper,Jet 6 - Marco Filter Paper (8000151),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$346.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-LBCS3-BBRE,Syphon 3 Cup Lower Bowl,Hario Lower Bowl for Coffee Syphon TCA-3,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$185.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CTSCA-BRE,Tamping Stand - Cafelat ,Tamping Stand  Classic - Cafelat,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$185.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-MSHAK-BRE,Mesh Shaker,Mesh Shaker for chocolate powder SRMS,$30.00 ,53210,VS5 - VAT on Sales (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-BFNSI-RAW,Blind Filter Basket,Nuova Sim Blind Filter,$12.00 ,53210,VS5 - VAT on Sales (5%),,$45.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-PFDSN-RAW,"Retail, Portafilter Double Sp","Nuova Simonelli, Porta filter handle, with double bottomless basket",$255.00 ,53210,VS5 - VAT on Sales (5%),X,$255.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-CCMSH-BRE,Hario Skerton  Ceramic Mill,Small Retail - Ceramic Coffee Mill Skerton  (Hario),$168.12 ,53210,VS5 - VAT on Sales (5%),X,$235.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EG-B-SGPRO-BRE,Smart Grinder Pro (Breville),"Coffee Grinder, Smart Grinder Pro (Breville) CGB",$991.00 ,53210,VS5 - VAT on Sales (5%),X,"$1,464.75 ",43210,VS5 - VAT on Sales (5%),13420,53210
EG-E-MC220-EUR,Eureka - Mignon Chrome 220V,"Coffee Grinder,  Mignon Chrome 220v (Eureka)",$997.72 ,53210,VS5 - VAT on Sales (5%),X,"$2,520.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-STGBU-BRE,Rekrow - Micro Burner,Rekrow Micro Buner,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$336.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-KEEPC-8OZ-GLASS,KeepCup 8oz Glass,Keep Cup - 08oz Small Brew,$40.00 ,53300,VPX - VAT on Purchases (5%),,$75.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-K-KCBPC-KEE,KeepCup 8oz Cork Trim Glass,Keep Cup - Press 08oz Small Brew,$0.00 ,53300,VPX - VAT on Purchases (5%),X,$90.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-KEEPC-8OZ-PLASTIC,KeepCup 8oz Plastic,KeepCup Small - FA 8oz,$30.23 ,53300,VPX - VAT on Purchases (5%),,$60.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-T-CSRLM-TRI,Cup & Saucer Medium (Raw Logo),"Ceramics, Raw Cappuccino Cups 200ml & Saucer 145mm",$51.56 ,53300,VS5 - VAT on Sales (5%),X,$68.25 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-T-CSRLS-TRI,Cup & Saucer Small  (Raw Logo),"Ceramics, Raw Espr Cups 80ml & Saucer 115mm",$17.50 ,53300,VS5 - VAT on Sales (5%),X,$63.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-T-CSRLL-TRI,Cup & Saucer Big  (Raw Logo),"Ceramics, Raw Latte Cup 300ml&155mm Sauc",$25.00 ,53300,VS5 - VAT on Sales (5%),X,$73.50 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-K-KC12P-KEE,KeepCup 12oz 350ml Plastic,Keep Cup 12oz 350ml Plastic,$0.00 ,53300,VPX - VAT on Purchases (5%),,$90.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-KEEPC-12OZ-GLASS,KeepCup 12oz Glass,Keep Cup - 12oz Medium Glass,$0.00 ,53300,VPX - VAT on Purchases (5%),,$105.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-S-LARGE-STA,Cup & Saucer Large - New,Cup & Saucer Big  (Raw Logo) - New,$0.00 ,53300,VS5 - VAT on Sales (5%),X,$0.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-S-MEDIU-STA,Cup & Saucer Medium - New,Cup & Saucer Medium  (Raw Logo) - NEW,$0.00 ,53300,VS5 - VAT on Sales (5%),X,$0.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-S-SMALL-STA,Cup & Saucer Small - New,Cup & Saucer Small  (Raw Logo) - New,$0.00 ,53300,VS5 - VAT on Sales (5%),X,$63.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-S-NEWCS-STA,Ceramic Tulip Cup with Saucer,Ceramic Tulip Cup with Saucer,$0.00 ,53300,VS5 - VAT on Sales (5%),X,$65.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
SR-K-KC12O-KEE,KeepCup - 12oz Brewing Glass,Keep Cup - 12oz Small Brewing Glass,$0.00 ,53300,VPX - VAT on Purchases (5%),X,$105.00 ,43300,VS5 - VAT on Sales (5%),13420,53300
Mokha1450 COL340G,"COLOMBIAN for Jet 6,Ground","COLOMBIAN for Jet 6,Ground Filter",$0.00 ,55000,VS5 - VAT on Sales (5%),X,$42.00 ,45000,VS5 - VAT on Sales (5%),14110,55000
CR-ETH-SIDGR1W,Refinery Eth Sidamo GR1 W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-KOCGR1W,Refinery Eth Kochere GR1 W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-WONGR1W,Refinery Eth Wonago GR1 W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-GUJGR1W,Refinery Eth Guji GR1 W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-GUJGR1N,Refinery Eth Guji GR1 N250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-YIRGR1N,Refinery Eth Yirgecheffe N250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-YIRGR1W,Refinery Eth Yirgecheffe W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-ETH-YROGR1N,Refinery Eth Yirge Rocko N250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-COL-LAMW,Refinery Col La Merseta W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-NIC-CDJW,Refinery Nic Cerro De Je W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-COL-REDW,Refinery Col Red Fox W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-YEM-ALGN,Refinery Yem Al Ghayoul N250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-NIC-SAMW,Refinery Nic Santa Maria W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-RWA-NAEBW,Refinery Rwanda NAEB W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-COL-AUGW,Refinery Col Augustino H W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-MEX-FINW,Refinery Mex Finca Muxbal W250,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$63.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-HON-SANRW,Refinery Hond Santa Rosa W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-BRA-FAZW,Refinery Braz Fazenda W250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$72.38 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-CONGO-SP,Refinery Congo Sopacdi 250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$60.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-COLPLA 250g,Coffee Columbian Planadas 250g,"Raw Coffee Single Origin, Colombia Planadas 250g",$0.00 ,51210,VS5 - VAT on Sales (5%),X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-GUJI WASH 250g,Coffee Ethiopian Guji WSO 250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$63.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-GUJINAT 250g,Coffee Ethiopian Guji NSO 250g,Raw Coffee Premium Single Origin - Natural Guji 250g,$0.00 ,51210,VS5 - VAT on Sales (5%),X,$63.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-KEN-IYEGO,Refinery Kenya Iyego 250g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-MYN-100,Refinery Mynammar Sample 100g,,$0.00 ,51210,VS5 - VAT on Sales (5%),,$35.20 ,41210,VS5 - VAT on Sales (5%),13210,51210
CR-BUR-GAHW,Refinery Burundi Gahahe W250g,Details for Africa - Burundi Gahahe-Refinery\r\nAltitude: 1800 masl\r\nVarietal: Red Bourbon varietal                                          Process: Washed processed\r\nBrewing Method: Good for all\r\n,$0.00 ,51210,VRX - VAT on Purchases (Reverse) (5%),,$76.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-GUATEMALA 250g,"Coffee Guatemala 250g, Coffee",,$0.00 ,51210,VPX - VAT on Purchases (5%),,$57.75 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-NUDE 250g,"Coffee Nude 250g, Coffee Bag",Raw Coffee Single Origin - Decaf Nude 250g,,51210,,,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CB-MEXICO 250g,"Coffee Mexico 250g, Coffee Bag",Raw Coffee Single Origin - Mexico 250g,,51210,,X,$55.00 ,41210,VS5 - VAT on Sales (5%),13210,51210
CBX-WORLD 250g,"World Coffee Bar Blend, 250g",For Al Rostamani Only,,51210,,,$46.25 ,41210,VS5 - VAT on Sales (5%),13210,51210
