*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
SP-N-HEATW1400,Nouva Ricambi Heating Element,,$0.00 ,53600,VRX - VAT on Purchases (Reverse) (5%),,$387.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-HEATERELEMENT,Nouva Ricambi Heater Element,Nouva Ricambi Heater Element Gasket 1-1/4,$0.00 ,53600,VRX - VAT on Purchases (Reverse) (5%),X,$52.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-COFFEEGAUGE,Nouva Ricambi Coffe Gauge,tube coffee boiler pressure gauge,$0.00 ,53600,VRX - VAT on Purchases (Reverse) (5%),,$81.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-GIGLE-LINEA,Giggleur LM Linea,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$50.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-LM-DIFFUSER,Diffuser Screw for LM,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$50.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-LM-PROBE,Water Level Probe for LM,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$90.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-HEATING,Nouva Simonelli Heating Elemen,,$430.00 ,53600,VS5 - VAT on Sales (5%),,$645.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-MP-ORING,Spacer for Paddle ORING High,Spacer for Paddle ORING High Polished,$0.00 ,53600,,,$130.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-PID,PID Controller,PID Controller for Linea,$0.00 ,53600,,,"$1,000.00 ",43600,VS5 - VAT on Sales (5%),13460,53600
SP-LM-CAP,Pump Capacitor for La Marz.,Filter 2x22nF+0.1 microF marca LAUMA Elec,$0.00 ,53600,,,$110.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-LM-ORING PORTA,ORING FOR PORTAFILTER,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$20.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-ORGGC-SIL,Group Gasket Silicone LM,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$60.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-S-WPROC-ROC,Water Pipe ( Rocket)  -  Spare,Rocket Plus Water Pipe - Boiler to Tap,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$95.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-G-PRSPR-BRE,Pitcher Rinse  Side Sprayer -,"Pitcher Rinse, Side Sprayer, 24x7x7x/8",$0.00 ,53600,VS5 - VAT on Sales (5%),X,"$1,600.00 ",43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-GNSIM-NOU,Gasket  Nouva Simonelli,"Spare Parts (EM),  Gasket  Nouva Simonelli",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$40.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-C-CATRIDGE,"Culligan EC 110 Cartridge,Pref","Culligan EC 110 Cartridge, Pre-Filters",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$15.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-BG-BOILER,Boiler Assembly 2Gr Appia-BRE ,,$0.00 ,53600,VS5 - VAT on Sales (5%),,"$2,531.00 ",43600,VS5 - VAT on Sales (5%),13460,53600
SR-NR-DOUBLE,Nouva Ricambi Pressure Gauge,Nouva Ricambi  Double Scale Pressure Gauge,$0.00 ,53600,VRX - VAT on Purchases (Reverse) (5%),,$250.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SR-NR-TUBE,Nouva Ricambi Tube Thermostat,Nouva Ricambi Tube PReheater Thermostat Valve,$0.00 ,53600,VRX - VAT on Purchases (Reverse) (5%),,$60.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-NR-3GR L584 NOU,Nouva Ricambi Preheater 3GR L5,Nouva Ricambi Preheater 3GR L584 MM CON Y,$0.00 ,53600,VRX - VAT on Purchases (Reverse) (5%),,$510.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-F-ADPT,Flojet Adaptor,"Flojet Adapter (1/4 ""tube  to 1/2"" Thread)",$10.00 ,53600,VS5 - VAT on Sales (5%),,$20.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-M-WIP,Marco Water Inlet Pipe ,,$75.00 ,53600,VS5 - VAT on Sales (5%),,$125.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SVV23-ROC,Solenoid Valve ( Rocket),Rocket Solenoid Valve V230/50 1/8 (C190004066),$60.00 ,53600,VS5 - VAT on Sales (5%),X,$250.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-LAMPR-ROC,Lamp ( Rocket)  -  Spare Parts,LED Control Lamp 115-230V,$30.00 ,53600,VS5 - VAT on Sales (5%),X,$35.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-EGROC-ROC,Element Gasket ( Rocket)  -  S,Rocket Element Gasket,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$35.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-CGSVT-NOU,Coffee Group-Solenoid valve tu,,$32.76 ,53600,N-T - Not Reportable,,$69.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-TPTV-NOU,Tube Preheater -Thermost-Valve,,$29.60 ,53600,N-T - Not Reportable,,$63.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-TUBE-HE-NOU,Tube-T-H-Exchanger ,,$24.48 ,53600,N-T - Not Reportable,,$52.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-TMIXV-NOU,Tube -T-Mix Valve,,$22.38 ,53600,N-T - Not Reportable,,$47.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-TIMCV-NOU,Tube Inlet Manifold check Val.,,$30.49 ,53600,N-T - Not Reportable,,$64.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-TFCFB-NOU,Tube-Cross Fitting-coffee boil,,$22.68 ,53600,N-T - Not Reportable,,$48.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-HEAT-W250-NOU,Heating Element W250 V 230,,$89.54 ,53600,N-T - Not Reportable,,$188.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-11MMBF-NOU,11 MM Blind Ferrule,,$5.88 ,53600,N-T - Not Reportable,,$15.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-PFOOT-ROC,Profi/Evo/R58 Foot,Profi/Evo/R58 Foot,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$60.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-DRVAl-ROC,Drain Valve,Drain Valve - C219903081,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$110.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SBHE-ROC,Boiler Heating Element (RO),Service Boiler Heating Element (RO) - 230V 1400W,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$540.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SVARO-ROC,Safety Valve R58,Safety Valve R58,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$285.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-FCRCB-ROC,Flat Cable Rivol Conn to Board,Flat Cale Rivoluzione Conn to Board,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$435.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SWIRO-ROC,Spare Parts - Switch (RO),Spare Parts - Switch (RO),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$150.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-MSWRO-ROC,Microswitch (ROC),Microswitch (ROC),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$90.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-DIRRO-ROC,Distensible Intel. Rotella(RO),Distensible Intel. Retell (ROC),$0.00 ,53600,VS5 - VAT on Sales (5%),,$50.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-STHST-ROC,Safety Thermostat 135C ROC,Safety Thermostat 135C ROC,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$80.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-RTCON-ROC,Rubber T Connector,Rubber T Connector,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$15.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-CBV230-ROC,Con Box V230 With Connectors,Con Box V230 With Connectors ROC,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$695.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-MDROC-ROC,Magnete Diam 10x2 - ROC,Magnete Diam 10x2 - ROC,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$45.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-VITET-ROC,Vite 3x8 TCTS Uni 7688,Vite 3x8 TCTS Uni 7688,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$50.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-NAKED-ROC,Rocket Naked Portafilter,Rocket Naked Portafilter (Rocket Bottom Less Filter Holder),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$290.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-S-OR001-RAW,ORING 001,ORING 001,$0.00 ,53600,VS5 - VAT on Sales (5%),,$5.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-S-OR002-RAW,ORING 002,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$10.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-S-OR003-RAW,ORING 003,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$5.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-S-OR004-RAW,ORING 004,ORING 004,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$5.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-VBVSI-ROC,Vaccum Breaker Valve L19302,"Spare Parts, Vacuum Valve Breaker- Silver (C219900560)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$125.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SPVAL-ROC,Steam Push Valve,"Spare Parts, Steam Push Valve Rod Giotto/Cellini (R229905177)",$0.00 ,53600,VS5 - VAT on Sales (5%),,$60.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-G-GHETE-RAW,Gasket HE Teflon BBM/NS,"Gasket, Heating Element Teflon BBM/NS",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$10.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-GWTRO-ROC,Gasket Water Tank (ROC),"Gasket, Water Tank (Rocket)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$5.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-G-GASTE-RAW,Gasket Teflon (for leaking),Gasket Teflon (for leaking),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$10.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-G-GASRM-RAW,"Gasket, Rubber (for leaking)","Gasket, Rubber (for leaking)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$5.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-GLGRO-ROC,Lever Gasket (Rocket),,$0.00 ,53600,VS5 - VAT on Sales (5%),,$25.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R580P-ROC,R58 Outlet Pipe,"Spare Parts, R58 Outlet Pipe (A279904641)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$120.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58SP-ROC,R58 Steam Pipe,"Spare Parts, R58 Steam Pipe (A279904646)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$100.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58HW-ROC,R58 Hot Water Pipe,"Spare Parts, R58 Hot Water Pipe (A279904645)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$100.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-TG1/4-ROC,"Gasket, Teflon 1/4","Spare Parts, Teflon Gasket 1/4",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$10.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-NTCPR-ROC,NTC Probe,"Spare Parts, NTC Probe (A199904679)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$250.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58ST-ROC,R58 Steam Tap,"Spare Parts, R58 Steam Tap",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$350.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58PR-ROC,R58/PID/RE Probe,"Spare Parts, R58/PID/RE Probe (A119905081)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$325.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58DK-ROC,R58 Display Kit,"Spare Parts, R58 Display Kit",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$550.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-OPGCE-ROC,Outlet Pipe Giotto/Cellini,"Spare Parts, Outlet Pipe Giotto/Cellini",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$120.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-SAFEM-BRE,Mythos - Safety Microswitch ,Mythos - Safety Microswitch (Spare Parts),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$260.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-MG75M-BRE,Mythos Grinder 75mm Long Life,Pair of Mythos Grinder 75mm Long Life (Spare Parts),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$924.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-GW75M-BRE,Grinding Wheels 75mm,Grinding Wheels 75mm (Spare Parts),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$390.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-DNFMY-BRE,Dispersion  Nut Flange Mythos ,Dispersion  Nut Flange Mythos (4100.002),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$25.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-DNFCC-BRE,Disp. Nut Flange Clump Crusher,Dispersion Nut Flange Clump Crusher,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$99.75 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-MICRO-BRE,Microswitch,,$0.00 ,53600,VS5 - VAT on Sales (5%),,$55.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
Sp-N-VFM41-BRE,220V Feeder for Mythos ,220V Feeder for Mythos (4110.0002),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$375.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-DNCCC-BRE,Disp. Nut Flange ClipClump Cru,Dispersion. Nut Flange ClipClump Crusher,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$95.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-WTCON-ROC,Rocket - Water Tank Connector,Rocket - Water Tank Connector (C430003482),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$65.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-RHETG-ROC,R58 1/4 Heating Element Teflon,Rocket - R58 1/4 Heating Element Teflon Gasket,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$135.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-RSBPR-ROC,R58 Service Boiler Probe,R58 Service Boiler Probe (A199905078),$0.00 ,53600,VPX - VAT on Purchases (5%),X,$300.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-ORING-ROC,Rocket - Oring,Rocket - Oring (C400002022),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$10.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-IVGR5-ROC,R58 Infusion Valve Group,Rocket - Infusion Valve Group R58,$0.00 ,53600,VS5 - VAT on Sales (5%),X,$365.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-ROCG1-ROC,Gasket - Rocket (C219900426),Gasket - Rocket (C219900426),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$25.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-ROCG2-ROC,Rocket- Gasket (C469900421),Rocket- Gasket (C469900421),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$25.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-CERAM-ROC,Ceramic Group Shaft Rocket,Ceramic Group Shaft Rocket (RA99905817),$0.00 ,53600,VS5 - VAT on Sales (5%),X,$485.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-SHAFT-LAM,Shaft Gasket (LM),"""Spare Parts (EM), Shaft Gasket (La Marzocco)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$5.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-L-PRESS-LAM,Pressurestat (LM),"""Spare Parts (EM), Pressurestat (La Marzocco)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$90.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-LHROC-ROC,Lever Head (RO),"""Spare Parts (EM), Lever Head (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$134.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-LHSRO-ROC,Lever Head Screw (RO),"""Spare Parts (EM), Lever Head Screw (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$40.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-GFROC-ROC,Group Filter (RO),"""Spare Parts (EM), Group Filter (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$27.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SWHRO-ROC,Steam Wand Head (RO),"""Spare Parts (EM), Steam Wand Head (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$65.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SWROC-ROC,Steam Wand (Rocket),"""Spare Parts (EM), Steam Wand (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$154.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-HWWRO-ROC,Hot Water Wand (Rocket),"""Spare Parts (EM), Hot Water Wand (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$0.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-HWTRO-ROC,Hot Water Top (RO),"""Spare Parts (EM), Hot Water Top (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$97.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SWSRO-ROC,Steam Wand Shaft (RO),"""Spare Parts (EM), Steam Wand Shaft (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$306.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SLTRO-ROC,Steam Lever Top (RO),"""Spare Parts (EM), Steam Lever Top (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$165.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SCROC-ROC,Shower Screen/Foil Rocket,"""Spare Parts (EM), Shower Screen (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$47.25 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-GGROC-ROC,Group Gasket Rocket,"Spare Parts (EM), Group Gasket (Rocket) SRNSG (C449900229)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$40.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-GIGGR-ROC,Gigleur (RO),"""Spare Parts (EM), Gigleur (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$32.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-LSROC-ROC,Lever Shaft (RO) Group ROD R58,"""Spare Parts (EM), Lever Shaft (Rocket)""",$90.00 ,53600,VS5 - VAT on Sales (5%),X,$140.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-UDPVA-ROC,Upper Drain Push Valve (RO),"""Spare Parts (EM), Upper Drain Push Valve (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$45.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-LDPVA-ROC,Lower Drain Push Valve (RO),"""Spare Parts (EM), Lower Drain Push Valve (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$45.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-PUSHV-ROC,Push Valve (RO),"Spare Parts (EM), Push Valve (Rocket)",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$65.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-RELAY-ROC,Relay (RO),"""Spare Parts (EM), Relay (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$260.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-SRVRO-ROC,R58 Steam Release Valve,"""Spare Parts (EM), Steam Release Valve (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$75.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-WPROC-ROC,Water Prope (RO),"""Spare Parts (EM), Water Prope (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$65.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-CABKI-ROC,Cable Kit (RO),"""Spare Parts (EM), Cable Kit (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$341.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58CB-ROC,R58 Control Board (RO),"""Spare Parts (EM), R58 Control Board (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,"$1,205.00 ",43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-10WCN-NOU,10 Way Cable (NS),"""Spare Parts (EM), 10 Way Cable (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$284.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-CBOLD-ROC,Control Board - Old (RO),"""Spare Parts (EM), Control Board - Old (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$426.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-V-CBMCB-VBM,Control Board  (VBM),"""Spare Parts (EM), Control Board  (VBM)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,"$1,260.00 ",43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-HEROC-ROC,Heating Element  (RO),"""Spare Parts (EM), Heating Element  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$160.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-R58HE-ROC,R58 Heating Element  (RO),"""Spare Parts (EM), R58 Heating Element  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$520.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-PSROC-ROC,Pressure State  (RO),"""Spare Parts (EM), Pressure State  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$325.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-VPNEW-ROC,Vibrating Pump  (RO),"""Spare Parts (EM), Vibrating Pump  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$67.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-VPSRO-ROC,Vibrating Pump Starter  (RO),"""Spare Parts (EM), Vibrating Pump Starter  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$27.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-VPCRO-ROC,Vibrating Pump Connector  (RO),"""Spare Parts (EM), Vibrating Pump Connector  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$83.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-WTHRO-ROC,Water Tank Holder  (RO),"""Spare Parts (EM), Water Tank Holder  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$39.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-CPIPE-ROC,Copper Pipe  (RO),"""Spare Parts (EM), Copper Pipe  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$80.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-HEXCH-ROC,Heat Exchange  (RO),"""Spare Parts (EM), Heat Exchange  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$45.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-LEGRO-ROC,Leg -Espresso Machine  (RO),"""Spare Parts (EM), Leg -Espresso Machine  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$50.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-1WAYV-ROC,1 Way Valve  (RO),"""Spare Parts (EM), 1 Way Valve  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$115.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-CONNE-ROC,Connector  (RO),"""Spare Parts (EM), Connector  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$0.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-R-TSTOP-ROC,Tank Stopper  (RO),"""Spare Parts (EM), Tank Stopper  (Rocket)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$42.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-GIGGN-NOU,Gigleur  (NS),"""Spare Parts (EM), Gigleur (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$32.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-SLEVE-NOU,Steam Lever  (NS),"""Spare Parts (EM), Steam Lever  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$134.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-SPUSH-NOU,Steam Push  (NS),"""Spare Parts (EM), Steam Push  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$0.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-SHEAD-NOU,Steam Head  (NS),"""Spare Parts (EM), Steam Head  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$63.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-GHSCR-NOU,Group Head Screw  (NS),"""Spare Parts (EM), Group Head Screw  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$18.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-MANOP-NOU,Manometer Panel  (NS),"""Spare Parts (EM), Manometer Panel  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$475.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-FLOWM-NOU,Flow Meter  (NS),"""Spare Parts (EM), Flow Meter  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$551.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
SP-N-SPSTA-NOU,Safety Pressure State  (NS),"""Spare Parts (EM), Safety Pressure State  (Nouva Simonelli)""",$0.00 ,53600,VS5 - VAT on Sales (5%),X,$305.00 ,43600,VS5 - VAT on Sales (5%),13460,53600
